Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
sobradinho__ba,All,23423.0,0.147,0.196,0.0909,0.0087,0.0077,0.7,1.0,0.0009,517.6,1.62,17.8,0.393,0.393
sobrado__pb,All,7861.0,0.172,0.196,0.0909,0.004,0.25,0.7,1.0,0.0006,85.83,1.89,20.97,0.481,0.481
sobral__ce,All,211024.0,0.317,0.196,0.0909,0.0022,0.0104,0.7,1.0,0.0001,63753.11,3.48,38.31,0.886,0.886
socorro__sp,All,41415.0,0.0859,0.196,0.0909,0.0128,0.0133,0.7,1.0,0.0008,327.73,0.945,10.39,0.624,0.624
soledade__pb,All,15139.0,0.106,0.196,0.0909,0.0017,0.25,0.7,1.0,0.0001,304.32,1.17,13.15,0.971,0.971
soledade__rs,All,31312.0,0.129,0.196,0.0909,0.0023,0.0215,0.7,1.0,0.0002,239.29,1.42,15.64,0.439,0.439
solonópole__ce,All,18507.0,0.103,0.196,0.0909,0.0019,0.0219,0.7,1.0,0.0002,1303.1,1.13,12.42,0.78,0.78
solânea__pb,All,26671.0,0.13,0.196,0.0909,,0.25,0.7,1.0,,496.79,1.43,16.01,0.908,0.908
sombrio__sc,All,30678.0,0.156,0.196,0.0909,0.0019,0.0077,0.7,1.0,0.0002,260.1,1.72,18.88,2.07,2.07
sonora__ms,All,19467.0,0.17,0.196,0.0909,0.0032,0.25,0.7,1.0,0.0002,109.24,1.87,20.8,0.495,0.495
sooretama__es,All,30371.0,0.297,0.196,0.0909,0.0024,0.25,0.7,1.0,0.0004,0.0,3.27,36.08,1.24,1.24
sorocaba__sp,All,686172.0,0.0667,0.196,0.0909,0.0036,0.0114,0.7,1.0,0.0001,45639.75,0.734,8.07,0.628,0.628
sorriso__mt,All,91216.0,0.106,0.196,0.0909,0.0021,0.0071,0.7,1.0,0.0003,6996.69,1.17,12.82,0.515,0.515
soure__pa,All,25628.0,0.102,0.196,0.0909,0.007,0.0172,0.7,1.0,0.0002,928.56,1.13,12.4,0.877,0.877
sousa__pb,All,70138.0,0.147,0.196,0.0909,0.0012,0.25,0.7,1.0,0.0002,1339.51,1.62,18.04,0.86,0.86
sumaré__sp,All,285265.0,0.102,0.196,0.0909,0.0035,0.0175,0.7,1.0,0.0001,9158.12,1.13,12.4,0.492,0.492
sumidouro__rj,All,15779.0,0.108,0.196,0.0909,0.0087,0.0057,0.7,1.0,0.0005,75.43,1.19,13.12,1.08,1.08
surubim__pe,All,65740.0,0.13,0.196,0.0909,0.0042,0.0115,0.7,1.0,0.0002,1079.41,1.43,15.69,0.626,0.626
sussuapara__pi,All,6797.0,0.0689,0.196,0.0909,0.0014,0.047,0.7,1.0,0.0002,936.36,0.757,8.35,0.741,0.741
suzano__sp,All,300613.0,0.125,0.196,0.0909,0.0096,0.0054,0.7,1.0,0.0001,4993.92,1.38,15.16,0.87,0.87
são_benedito__ce,All,48382.0,0.0601,0.196,0.0909,0.0017,0.0285,0.7,1.0,0.0002,5170.79,0.661,7.28,1.37,1.37
são_benedito_do_rio_preto__ma,All,18850.0,0.164,0.196,0.0909,0.0016,0.0182,0.7,1.0,0.0001,1186.06,1.8,19.83,0.817,0.817
são_bento__ma,All,45663.0,0.287,0.196,0.0909,0.0011,0.0899,0.7,1.0,0.0,44.22,3.15,34.68,0.906,0.906
são_bento__pb,All,34371.0,0.135,0.196,0.0909,0.0024,0.25,0.7,1.0,0.0001,1597.01,1.48,16.51,1.29,1.29
são_bento_do_sul__sc,All,85352.0,0.0484,0.196,0.0909,0.0015,0.0015,0.7,1.0,0.0001,3966.52,0.532,5.85,1.11,1.11
são_bento_do_trairí__rn,All,4493.0,0.424,0.196,0.0909,0.0036,0.25,0.7,1.0,,0.0,4.67,51.4,0.887,0.887
são_bento_do_una__pe,All,60099.0,0.128,0.196,0.0909,0.0106,0.0094,0.7,1.0,0.0008,647.65,1.41,15.46,0.565,0.565
são_bernardo__ma,All,28792.0,0.127,0.196,0.0909,0.0022,0.0132,0.7,1.0,0.0001,2244.66,1.4,15.42,0.566,0.566
são_bernardo_do_campo__sp,All,847325.0,0.118,0.196,0.0909,0.0064,0.0037,0.7,1.0,0.0003,38575.43,1.3,14.26,0.42,0.42
são_borja__rs,All,60885.0,0.0585,0.196,0.0909,0.0053,0.0166,0.7,1.0,0.0006,348.53,0.644,7.08,1.55,1.55
são_caetano_de_odivelas__pa,All,18230.0,0.152,0.196,0.0909,0.0064,0.0495,0.7,1.0,0.0001,301.72,1.67,18.38,1.94,1.94
são_caetano_do_sul__sp,All,162738.0,0.112,0.196,0.0909,0.0072,0.0061,0.7,1.0,0.0003,6936.87,1.23,13.5,0.976,0.976
são_caitano__pe,All,37617.0,0.132,0.196,0.0909,0.0016,0.0118,0.7,1.0,0.0009,325.12,1.45,15.97,0.412,0.412
são_carlos__sp,All,254503.0,0.0868,0.196,0.0909,0.0031,0.021,0.7,1.0,0.0002,3430.72,0.955,10.5,0.837,0.837
são_cristovão_do_sul__sc,All,5604.0,0.5,0.196,0.0909,0.0045,0.0907,0.7,1.0,0.0031,0.0,5.5,60.47,0.772,0.772
são_cristóvão__se,All,90973.0,0.118,0.196,0.0909,0.0071,0.0153,0.7,1.0,0.0002,3714.23,1.3,14.27,0.554,0.554
são_domingos__se,All,11248.0,0.134,0.196,0.0909,0.0056,0.0054,0.7,1.0,0.0012,150.86,1.48,16.25,0.246,0.246
são_domingos_das_dores__mg,All,5700.0,0.0012,0.196,0.0909,0.0117,0.369,0.7,1.0,0.0026,387.55,0.0133,4.06,2.5,2.5
são_domingos_do_araguaia__pa,All,25813.0,0.153,0.196,0.0909,0.0022,0.0251,0.7,1.0,0.0002,949.36,1.68,18.51,0.561,0.561
são_domingos_do_capim__pa,All,32309.0,0.12,0.196,0.0909,0.0067,0.011,0.7,1.0,0.0003,85.83,1.32,14.57,1.55,1.55
são_domingos_do_cariri__pb,All,2641.0,0.25,0.196,0.0909,0.0078,0.25,0.7,1.0,0.0015,85.83,2.76,30.43,0.343,0.343
são_domingos_do_maranhão__ma,All,34720.0,0.138,0.196,0.0909,,0.0131,0.7,1.0,,928.56,1.51,16.64,1.14,1.14
são_domingos_do_norte__es,All,8724.0,0.265,0.196,0.0909,0.0067,0.25,0.7,1.0,0.0008,0.0,2.92,32.2,0.662,0.662
são_francisco__mg,All,56886.0,0.104,0.196,0.0909,0.0112,0.0335,0.7,1.0,0.0009,127.45,1.14,12.55,0.711,0.711
são_francisco__se,All,3761.0,0.0769,0.196,0.0909,0.0171,0.428,0.7,1.0,0.0036,153.46,0.845,10.42,0.949,0.949
são_francisco_de_itabapoana__rj,All,42627.0,0.0489,0.196,0.0909,0.0082,0.0126,0.7,1.0,0.0011,1862.32,0.538,5.92,1.05,1.05
são_francisco_do_conde__ba,All,40200.0,0.12,0.196,0.0909,0.0023,0.0186,0.7,1.0,0.0003,1100.22,1.32,14.54,0.425,0.425
são_francisco_do_glória__mg,All,4892.0,0.251,0.196,0.0909,0.0087,0.0629,0.7,1.0,0.0007,0.0,2.76,30.42,0.601,0.601
são_francisco_do_guaporé__ro,All,20469.0,0.206,0.196,0.0909,0.0033,0.25,0.7,1.0,0.0002,0.0,2.26,25.05,2.28,2.28
são_francisco_do_pará__pa,All,16041.0,0.109,0.196,0.0909,0.006,0.0354,0.7,1.0,0.0007,260.1,1.2,13.18,0.814,0.814
são_francisco_do_sul__sc,All,53248.0,0.184,0.196,0.0909,0.0013,0.0178,0.7,1.0,0.0003,1365.52,2.03,22.33,0.284,0.284
são_félix__ba,All,14887.0,0.129,0.196,0.0909,0.0053,0.0074,0.7,1.0,0.0008,109.24,1.42,15.61,0.382,0.382
são_félix_do_xingu__pa,All,129766.0,0.1,0.196,0.0909,0.002,0.0071,0.7,1.0,0.0002,2785.67,1.1,12.1,0.595,0.595
são_gabriel__rs,All,62726.0,0.0423,0.196,0.0909,0.0061,0.0148,0.7,1.0,0.0003,1355.12,0.465,5.12,3.2,3.2
são_gabriel_da_cachoeira__am,All,46020.0,0.001,0.196,0.0909,0.0011,0.177,0.7,1.0,0.0,7568.91,0.0112,1.95,11.11,11.11
são_gabriel_da_palha__es,All,38326.0,0.281,0.196,0.0909,0.0012,0.25,0.7,1.0,0.0002,0.0,3.09,34.14,0.877,0.877
são_gabriel_do_oeste__ms,All,27039.0,0.0689,0.196,0.0909,,0.25,0.7,1.0,,1422.75,0.757,8.77,0.693,0.693
são_geraldo__mg,All,12490.0,0.135,0.196,0.0909,0.0097,0.0968,0.7,1.0,,41.62,1.49,16.38,0.791,0.791
são_geraldo_da_piedade__mg,All,4002.0,0.0034,0.196,0.0909,0.0073,0.0573,0.7,1.0,0.0007,301.72,0.037,0.75,1.48,1.48
são_geraldo_do_araguaia__pa,All,25095.0,0.14,0.196,0.0909,0.0072,0.0141,0.7,1.0,0.0002,280.91,1.54,16.95,2.02,2.02
são_gonçalo__rj,All,1.095687e6,0.0791,0.196,0.0909,0.0112,0.0048,0.7,1.0,0.0005,29261.25,0.87,9.57,1.36,1.36
são_gonçalo_do_amarante__ce,All,48906.0,0.466,0.196,0.0909,0.0016,0.0093,0.7,1.0,0.0,4817.05,5.12,56.33,1.41,1.41
são_gonçalo_do_amarante__rn,All,103424.0,0.25,0.196,0.0909,0.0046,0.25,0.7,1.0,0.0002,0.0,2.75,30.4,1.39,1.39
são_gonçalo_do_pará__mg,All,12535.0,0.0013,0.196,0.0909,0.0097,0.0735,0.7,1.0,0.0001,301.72,0.0142,0.824,14.1,14.1
são_gonçalo_do_piauí__pi,All,5065.0,0.0852,0.196,0.0909,0.0019,0.0699,0.7,1.0,0.0002,374.54,0.937,10.34,1.34,1.34
são_gonçalo_do_rio_abaixo__mg,All,11029.0,0.145,0.196,0.0909,0.0016,0.0075,0.7,1.0,0.0001,171.67,1.6,17.59,0.867,0.867
são_gonçalo_dos_campos__ba,All,37926.0,0.0966,0.196,0.0909,0.0024,0.0321,0.7,1.0,0.0003,1534.59,1.06,11.69,0.395,0.395
são_gotardo__mg,All,35824.0,0.0015,0.196,0.0909,0.0017,0.0509,0.7,1.0,0.0012,2444.94,0.0162,0.588,2.37,2.37
são_jerônimo__rs,All,24490.0,0.151,0.196,0.0909,0.0075,0.0009,0.7,1.0,0.0008,44.22,1.67,18.32,0.82,0.82
são_joaquim_da_barra__sp,All,52407.0,0.0814,0.196,0.0909,0.0012,0.0191,0.7,1.0,0.0005,1134.04,0.896,9.85,0.589,0.589
são_joaquim_de_bicas__mg,All,31894.0,0.151,0.196,0.0909,0.0084,0.0221,0.7,1.0,0.0004,299.11,1.66,18.26,0.488,0.488
são_joaquim_do_monte__pe,All,21570.0,0.148,0.196,0.0909,0.0115,0.0131,0.7,1.0,0.001,301.72,1.63,17.95,0.532,0.532
são_josé__sc,All,249052.0,0.152,0.196,0.0909,,0.0101,0.7,1.0,,7998.07,1.67,18.42,0.34,0.34
são_josé_da_boa_vista__pr,All,6268.0,0.0585,0.196,0.0909,0.0145,0.0958,0.7,1.0,0.0052,106.64,0.643,7.15,0.745,0.745
são_josé_da_coroa_grande__pe,All,21511.0,0.117,0.196,0.0909,0.0077,0.0095,0.7,1.0,0.0002,517.6,1.29,14.2,1.61,1.61
são_josé_da_laje__al,All,24166.0,0.167,0.196,0.0909,0.0013,0.0424,0.7,1.0,0.0002,345.93,1.84,20.25,1.54,1.54
são_josé_da_lapa__mg,All,24004.0,0.136,0.196,0.0909,0.0023,0.0138,0.7,1.0,0.0004,598.23,1.5,16.46,0.473,0.473
são_josé_da_tapera__al,All,32583.0,0.16,0.196,0.0909,0.0022,0.0518,0.7,1.0,0.0006,520.2,1.76,19.32,0.498,0.498
são_josé_da_vitória__ba,All,5714.0,0.152,0.196,0.0909,0.0024,0.0138,0.7,1.0,0.0001,65.02,1.67,18.34,4.0,4.0
são_josé_de_mipibu__rn,All,44338.0,0.268,0.196,0.0909,0.0024,0.25,0.7,1.0,0.0002,0.0,2.95,32.53,1.03,1.03
são_josé_de_piranhas__pb,All,20454.0,0.143,0.196,0.0909,0.0024,0.25,0.7,1.0,0.0003,345.93,1.58,17.57,0.46,0.46
são_josé_de_ribamar__ma,All,179464.0,0.128,0.196,0.0909,0.0154,0.0104,0.7,1.0,0.0003,733.48,1.41,15.53,1.67,1.67
são_josé_do_bonfim__pb,All,3593.0,0.137,0.196,0.0909,0.0051,0.25,0.7,1.0,0.0015,85.83,1.51,16.83,2.14,2.14
são_josé_do_campestre__rn,All,12985.0,0.416,0.196,0.0909,0.0072,0.25,0.7,1.0,0.0006,0.0,4.58,50.41,0.913,0.913
são_josé_do_divino__pi,All,5399.0,0.33,0.196,0.0909,0.0067,0.0661,0.7,1.0,0.0007,0.0,3.63,39.9,0.668,0.668
são_josé_do_egito__pe,All,34291.0,0.13,0.196,0.0909,0.0019,0.0096,0.7,1.0,0.0002,174.27,1.43,15.78,0.737,0.737
são_josé_do_norte__rs,All,27844.0,0.218,0.196,0.0909,0.0056,0.846,0.7,1.0,0.0001,132.65,2.4,28.0,0.779,0.779
são_josé_do_povo__mt,All,4104.0,0.0937,0.196,0.0909,0.0062,0.0368,0.7,1.0,0.0017,156.06,1.03,11.34,0.585,0.585
são_josé_do_rio_claro__mt,All,20871.0,0.129,0.196,0.0909,0.0063,0.0291,0.7,1.0,0.001,78.03,1.42,15.6,0.722,0.722
são_josé_do_rio_pardo__sp,All,55495.0,0.0638,0.196,0.0909,0.0089,0.0214,0.7,1.0,0.001,603.43,0.702,7.72,0.906,0.906
são_josé_do_rio_preto__sp,All,465278.0,0.118,0.196,0.0909,0.004,0.0154,0.7,1.0,0.0001,17130.19,1.3,14.26,0.347,0.347
são_josé_do_sabugi__pb,All,4182.0,0.178,0.196,0.0909,,0.25,0.7,1.0,,345.93,1.95,21.66,1.58,1.58
são_josé_do_vale_do_rio_preto__rj,All,22013.0,0.137,0.196,0.0909,0.0066,0.0335,0.7,1.0,0.0003,689.26,1.51,16.63,0.8,0.8
são_josé_do_xingu__mt,All,5651.0,0.0051,0.196,0.0909,0.0165,0.0551,0.7,1.0,0.0008,156.06,0.0558,0.863,1.81,1.81
são_josé_dos_campos__sp,All,729163.0,0.101,0.196,0.0909,0.0041,0.0082,0.7,1.0,0.0001,18240.81,1.11,12.25,0.376,0.376
são_josé_dos_pinhais__pr,All,326573.0,0.209,0.196,0.0909,0.009,0.0257,0.7,1.0,0.0002,1295.3,2.3,25.27,0.305,0.305
são_josé_dos_quatro_marcos__mt,All,19095.0,0.142,0.196,0.0909,0.0067,0.0517,0.7,1.0,0.0013,234.09,1.56,17.17,0.521,0.521
são_joão_batista__ma,All,20872.0,0.0651,0.196,0.0909,0.0061,0.0625,0.7,1.0,0.0001,496.79,0.716,7.9,1.47,1.47
são_joão_batista__sc,All,37798.0,0.0946,0.196,0.0909,,0.0193,0.7,1.0,,3511.35,1.04,11.45,0.743,0.743
são_joão_d'aliança__go,All,13877.0,0.0377,0.196,0.0909,0.0024,0.0343,0.7,1.0,0.0001,582.62,0.415,4.58,0.859,0.859
são_joão_da_baliza__rr,All,8283.0,0.314,0.196,0.0909,,0.0445,0.7,1.0,,0.0,3.45,37.96,1.98,1.98
são_joão_da_barra__rj,All,36463.0,0.0963,0.196,0.0909,0.003,0.0098,0.7,1.0,0.0002,1708.86,1.06,11.65,0.527,0.527
são_joão_da_boa_vista__sp,All,92123.0,0.0999,0.196,0.0909,0.0062,0.0409,0.7,1.0,0.0003,478.58,1.1,12.09,1.34,1.34
são_joão_da_ponta__pa,All,6200.0,0.131,0.196,0.0909,0.0164,0.0014,0.7,1.0,0.0031,0.0,1.44,15.89,1.56,1.56
são_joão_da_serra__pi,All,6200.0,0.388,0.196,0.0909,,0.0284,0.7,1.0,,187.27,4.27,47.0,0.407,0.407
são_joão_das_duas_pontes__sp,All,2594.0,0.11,0.196,0.0909,0.0035,0.0267,0.7,1.0,0.0002,176.87,1.21,13.26,0.721,0.721
são_joão_de_meriti__rj,All,477130.0,0.11,0.196,0.0909,0.0179,0.0037,0.7,1.0,0.0003,4283.85,1.21,13.35,1.47,1.47
são_joão_de_pirabas__pa,All,23275.0,0.113,0.196,0.0909,0.0147,0.0211,0.7,1.0,0.0002,218.48,1.24,13.66,1.09,1.09
são_joão_del_rei__mg,All,90983.0,0.11,0.196,0.0909,0.0017,0.0046,0.7,1.0,0.0001,1929.94,1.21,13.31,0.367,0.367
são_joão_do_araguaia__pa,All,14136.0,0.0241,0.196,0.0909,0.0164,0.0637,0.7,1.0,0.0023,130.05,0.266,3.0,1.66,1.66
são_joão_do_caiuá__pr,All,5914.0,0.142,0.196,0.0909,0.0043,0.0087,0.7,1.0,0.0001,0.0,1.57,17.22,1.8,1.8
são_joão_do_carú__ma,All,15966.0,0.119,0.196,0.0909,0.0021,0.0146,0.7,1.0,0.0001,624.24,1.3,14.34,1.24,1.24
são_joão_do_ivaí__pr,All,10321.0,0.142,0.196,0.0909,0.003,0.0337,0.7,1.0,0.0006,410.96,1.57,17.23,0.271,0.271
são_joão_do_jaguaribe__ce,All,7721.0,0.162,0.196,0.0909,0.0012,0.0204,0.7,1.0,0.0002,652.85,1.78,19.6,0.491,0.491
são_joão_do_oriente__mg,All,7573.0,0.268,0.196,0.0909,0.0152,0.0435,0.7,1.0,0.0027,41.62,2.94,32.38,0.355,0.355
são_joão_do_paraíso__ma,All,11289.0,0.165,0.196,0.0909,0.0035,0.0178,0.7,1.0,0.0003,23.41,1.81,19.96,0.988,0.988
são_joão_do_piauí__pi,All,20807.0,0.129,0.196,0.0909,,0.0453,0.7,1.0,,936.36,1.42,15.58,0.351,0.351
são_joão_do_soter__ma,All,18728.0,0.245,0.196,0.0909,0.0021,0.117,0.7,1.0,0.0,65.02,2.7,29.71,0.769,0.769
são_joão_dos_patos__ma,All,26188.0,0.131,0.196,0.0909,0.0101,0.0223,0.7,1.0,0.0006,41.62,1.44,15.85,1.68,1.68
são_joão_nepomuceno__mg,All,26625.0,0.104,0.196,0.0909,0.0035,0.0645,0.7,1.0,0.0002,215.88,1.15,12.64,0.908,0.908
são_julião__pi,All,6427.0,0.0335,0.196,0.0909,0.0015,0.0678,0.7,1.0,0.0,842.72,0.369,4.13,0.994,0.994
são_leopoldo__rs,All,239203.0,0.0895,0.196,0.0909,0.0034,0.0154,0.7,1.0,0.0002,5506.32,0.984,10.83,0.637,0.637
são_lourenço__mg,All,46310.0,0.106,0.196,0.0909,0.0019,0.0188,0.7,1.0,0.0,429.16,1.16,12.81,1.33,1.33
são_lourenço_da_mata__pe,All,114362.0,0.135,0.196,0.0909,0.019,0.0026,0.7,1.0,0.0003,390.15,1.48,16.3,2.06,2.06
são_lourenço_da_serra__sp,All,15983.0,0.121,0.196,0.0909,0.0109,0.0094,0.7,1.0,0.0008,101.44,1.33,14.67,1.48,1.48
são_lourenço_do_oeste__sc,All,24317.0,0.0738,0.196,0.0909,0.0034,0.0173,0.7,1.0,0.0001,455.17,0.812,8.93,0.603,0.603
são_lourenço_do_sul__rs,All,44018.0,0.0839,0.196,0.0909,0.0061,0.0085,0.7,1.0,,88.43,0.923,10.16,1.1,1.1
são_ludgero__sc,All,13544.0,0.157,0.196,0.0909,,0.0173,0.7,1.0,,2145.82,1.73,19.02,0.522,0.522
são_luiz__rr,All,8066.0,0.179,0.196,0.0909,0.0019,0.0361,0.7,1.0,0.0,0.0,1.97,21.62,2.86,2.86
são_luiz_gonzaga__rs,All,33803.0,0.143,0.196,0.0909,0.0121,0.041,0.7,1.0,0.0025,176.87,1.57,17.28,0.491,0.491
são_luís__ma,All,1.112903e6,0.149,0.196,0.0909,0.0102,0.0014,0.7,1.0,0.0001,7014.9,1.64,18.08,2.31,2.31
são_luís_de_montes_belos__go,All,34155.0,0.0978,0.196,0.0909,0.0024,0.0182,0.7,1.0,0.0004,325.12,1.08,11.83,0.797,0.797
são_luís_do_curu__ce,All,13130.0,0.121,0.196,0.0909,0.0033,0.0116,0.7,1.0,0.0001,803.71,1.33,14.59,1.27,1.27
são_luís_do_quitunde__al,All,34901.0,0.117,0.196,0.0909,0.0043,0.0119,0.7,1.0,0.0002,925.96,1.29,14.18,1.5,1.5
são_luís_gonzaga_do_maranhão__ma,All,19045.0,0.0227,0.196,0.0909,0.0012,0.175,0.7,1.0,0.0002,1446.16,0.25,3.36,1.09,1.09
são_mamede__pb,All,7801.0,0.172,0.196,0.0909,0.0154,0.25,0.7,1.0,0.0012,0.0,1.9,21.05,1.21,1.21
são_manuel__sp,All,41364.0,0.099,0.196,0.0909,0.0055,0.0029,0.7,1.0,0.0004,481.18,1.09,11.97,0.622,0.622
são_mateus__es,All,131917.0,0.217,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0002,0.0,2.38,26.36,1.34,1.34
são_mateus_do_maranhão__ma,All,41944.0,0.103,0.196,0.0909,0.004,0.0189,0.7,1.0,0.0002,2614.0,1.13,12.44,1.06,1.06
são_mateus_do_sul__pr,All,46724.0,0.112,0.196,0.0909,0.0077,0.0102,0.7,1.0,0.0013,174.27,1.23,13.51,0.576,0.576
são_miguel_arcanjo__sp,All,33260.0,0.0898,0.196,0.0909,0.0056,0.028,0.7,1.0,0.0006,704.87,0.987,10.86,0.66,0.66
são_miguel_de_taipu__pb,All,7442.0,0.159,0.196,0.0909,0.0034,0.25,0.7,1.0,0.0009,20.81,1.74,19.38,3.3,3.3
são_miguel_do_gostoso__rn,All,10385.0,0.373,0.196,0.0909,0.0101,0.25,0.7,1.0,0.0019,0.0,4.1,45.17,1.0,1.0
são_miguel_do_guamá__pa,All,59576.0,0.102,0.196,0.0909,0.0041,0.006,0.7,1.0,0.0001,2871.5,1.12,12.29,0.583,0.583
são_miguel_do_guaporé__ro,All,23235.0,0.205,0.196,0.0909,0.0018,0.25,0.7,1.0,0.0002,0.0,2.26,24.98,2.44,2.44
são_miguel_do_tocantins__to,All,12260.0,0.149,0.196,0.0909,0.0069,0.0056,0.7,1.0,0.0003,85.83,1.63,17.98,3.09,3.09
são_miguel_dos_campos__al,All,61864.0,0.15,0.196,0.0909,0.0032,0.0266,0.7,1.0,0.0001,2871.5,1.65,18.2,0.348,0.348
são_miguel_dos_milagres__al,All,8031.0,0.132,0.196,0.0909,0.0048,0.0524,0.7,1.0,0.0004,150.86,1.45,15.95,1.28,1.28
são_paulo__sp,All,1.2374543e7,0.12,0.196,0.0909,0.0073,0.0042,0.7,1.0,0.0001,443158.38,1.32,14.5,1.45,1.45
são_paulo_de_olivença__am,All,39692.0,0.189,0.196,0.0909,0.0018,0.0264,0.7,1.0,0.0001,1968.96,2.08,22.86,1.32,1.32
são_paulo_do_potengi__rn,All,17755.0,0.354,0.196,0.0909,0.0061,0.25,0.7,1.0,0.0006,0.0,3.89,42.86,1.07,1.07
são_pedro__rn,All,6031.0,0.232,0.196,0.0909,0.0128,0.25,0.7,1.0,0.002,0.0,2.55,28.19,1.18,1.18
são_pedro__sp,All,36010.0,0.127,0.196,0.0909,0.0036,0.0126,0.7,1.0,0.0002,327.73,1.4,15.39,0.98,0.98
são_pedro_da_aldeia__rj,All,105521.0,0.112,0.196,0.0909,0.0029,0.0072,0.7,1.0,0.0001,1937.74,1.23,13.53,0.828,0.828
são_pedro_da_cipa__mt,All,4774.0,0.163,0.196,0.0909,0.0088,0.0243,0.7,1.0,0.0006,26.01,1.79,19.69,0.364,0.364
são_pedro_da_água_branca__ma,All,12817.0,0.141,0.196,0.0909,,0.0305,0.7,1.0,,496.79,1.55,17.11,1.51,1.51
são_pedro_do_piauí__pi,All,14434.0,0.126,0.196,0.0909,,0.0257,0.7,1.0,,1779.08,1.39,15.28,0.45,0.45
são_rafael__rn,All,8284.0,0.282,0.196,0.0909,0.0071,0.25,0.7,1.0,0.0011,0.0,3.1,34.22,0.638,0.638
são_raimundo_das_mangabeiras__ma,All,19057.0,0.153,0.196,0.0909,0.0014,0.0135,0.7,1.0,0.0003,712.67,1.68,18.51,0.499,0.499
são_raimundo_do_doca_bezerra__ma,All,5289.0,0.143,0.196,0.0909,0.0045,0.0122,0.7,1.0,0.0001,20.81,1.58,17.36,1.51,1.51
são_raimundo_nonato__pi,All,35057.0,0.135,0.196,0.0909,,0.0529,0.7,1.0,,15169.03,1.49,16.38,0.794,0.794
são_roberto__ma,All,6786.0,0.133,0.196,0.0909,0.0026,0.0131,0.7,1.0,0.0001,85.83,1.46,16.1,1.92,1.92
são_romão__mg,All,12460.0,0.0013,0.196,0.0909,0.0036,0.202,0.7,1.0,0.0001,686.66,0.0142,2.23,1.75,1.75
são_roque__sp,All,91926.0,0.109,0.196,0.0909,0.0064,0.0153,0.7,1.0,0.0003,983.18,1.2,13.25,0.451,0.451
são_roque_do_canaã__es,All,12539.0,0.174,0.196,0.0909,0.006,0.25,0.7,1.0,0.0004,0.0,1.92,21.26,4.22,4.22
são_sebastião__al,All,34494.0,0.112,0.196,0.0909,0.0013,0.0109,0.7,1.0,0.0003,1336.91,1.23,13.57,1.3,1.3
são_sebastião__sp,All,89870.0,0.114,0.196,0.0909,0.0013,0.0162,0.7,1.0,0.0001,1487.77,1.25,13.78,1.26,1.26
são_sebastião_da_amoreira__pr,All,8942.0,0.088,0.196,0.0909,0.0096,0.0244,0.7,1.0,0.001,171.67,0.968,10.65,0.74,0.74
são_sebastião_da_boa_vista__pa,All,26906.0,0.122,0.196,0.0909,0.0044,0.0214,0.7,1.0,0.0001,541.01,1.34,14.71,1.63,1.63
são_sebastião_da_grama__sp,All,12304.0,0.142,0.196,0.0909,0.0079,0.0157,0.7,1.0,0.001,75.43,1.56,17.19,0.33,0.33
são_sebastião_de_lagoa_de_roça__pb,All,11778.0,0.0655,0.196,0.0909,0.0026,0.25,0.7,1.0,0.0001,710.07,0.72,8.38,0.921,0.921
são_sebastião_do_alto__rj,All,9451.0,0.14,0.196,0.0909,0.0097,0.0304,0.7,1.0,0.0004,26.01,1.54,16.9,0.746,0.746
são_sebastião_do_caí__rs,All,25942.0,0.0729,0.196,0.0909,0.0016,0.0112,0.7,1.0,0.0002,634.64,0.802,8.82,0.829,0.829
são_sebastião_do_paraíso__mg,All,71666.0,0.0527,0.196,0.0909,0.0021,0.0227,0.7,1.0,0.0006,775.1,0.579,6.38,1.32,1.32
são_sebastião_do_passé__ba,All,44743.0,0.171,0.196,0.0909,0.0028,0.0164,0.7,1.0,0.0002,798.51,1.88,20.73,0.303,0.303
são_sebastião_do_uatumã__am,All,14160.0,0.179,0.196,0.0909,,0.0075,0.7,1.0,,1867.52,1.97,21.62,0.567,0.567
são_sepé__rs,All,23857.0,0.13,0.196,0.0909,0.0063,0.0163,0.7,1.0,0.0001,20.81,1.43,15.69,1.8,1.8
são_simão__go,All,20851.0,0.0227,0.196,0.0909,0.0017,0.0362,0.7,1.0,0.0002,1511.18,0.249,2.77,2.87,2.87
são_simão__sp,All,15475.0,0.109,0.196,0.0909,0.0063,0.0319,0.7,1.0,0.0017,202.88,1.19,13.14,0.271,0.271
são_tomé__rn,All,11166.0,0.237,0.196,0.0909,0.0042,0.25,0.7,1.0,0.0013,0.0,2.61,28.81,1.58,1.58
são_valentim__rs,All,3332.0,0.0826,0.196,0.0909,0.0059,0.01,0.7,1.0,0.0002,88.43,0.909,10.0,0.605,0.605
são_vicente__sp,All,369456.0,0.0855,0.196,0.0909,0.0071,0.017,0.7,1.0,0.0003,17861.07,0.94,10.35,1.07,1.07
são_vicente_ferrer__ma,All,22469.0,0.166,0.196,0.0909,0.002,0.335,0.7,1.0,0.0004,0.0,1.82,20.41,0.849,0.849
são_vicente_ferrer__pe,All,18198.0,0.121,0.196,0.0909,0.0099,0.0279,0.7,1.0,0.0006,452.57,1.33,14.66,0.699,0.699
